game no.,winner name,KO counts,Damage percentages
705,BEEF,BEEF:1 Thomato:2,BEEF:49 Thomato:205
706,Thomato,LONG:6 raki:7 postmabone:4 rupa:1,LONG:121 raki:609 postmabone:606 rupa:983
707,Thomato,sivad:4 curt:8 Thomato:4 postmabone:5 LONG:6 rupa:10,sivad:190 curt:1278 Thomato:1273 postmabone:1118 LONG:527 rupa:511
708,curt,sivad:11 raki:1 postmabone:11 rupa:0 Thomato:4 BEEF:13,sivad:1692 raki:226 postmabone:573 rupa:1888 Thomato:65 BEEF:84
709,sivad,Thomato:13 curt:16 postmabone:9 LONG:9 rupa:7 BEEF:7 raki:0,Thomato:492 curt:1671 postmabone:1147 LONG:1458 rupa:932 BEEF:507 raki:535
710,LONG,Thomato:3 sivad:3 LONG:3,Thomato:444 sivad:39 LONG:237
711,LONG,sivad:0 raki:2 curt:11 postmabone:11 rupa:8,sivad:665 raki:1100 curt:446 postmabone:745 rupa:626
712,Thomato,sivad:13 curt:2 postmabone:9 rupa:0 Thomato:9 raki:9 BEEF:18,sivad:1691 curt:1110 postmabone:916 rupa:1853 Thomato:449 raki:212 BEEF:376
713,LONG,raki:1 BEEF:1,raki:0 BEEF:85
714,postmabone,raki:6 LONG:11 rupa:15 curt:6 postmabone:9 BEEF:0 Thomato:16 sivad:17,raki:1297 LONG:2097 rupa:777 curt:1639 postmabone:271 BEEF:56 Thomato:977 sivad:385
715,curt,LONG:2 Thomato:3,LONG:47 Thomato:325
716,Thomato,curt:3 LONG:3 rupa:3 Thomato:7,curt:886 LONG:621 rupa:783 Thomato:488
717,raki,curt:15 Thomato:0 postmabone:18 LONG:1 raki:0 rupa:10 BEEF:13,curt:1002 Thomato:425 postmabone:111 LONG:624 raki:1004 rupa:1929 BEEF:109
718,LONG,BEEF:13 LONG:4 raki:1 postmabone:13 sivad:14 rupa:7,BEEF:492 LONG:115 raki:345 postmabone:584 sivad:1866 rupa:192
719,Thomato,LONG:5 Thomato:3 rupa:3 BEEF:3,LONG:584 Thomato:333 rupa:317 BEEF:406
720,rupa,sivad:8 Thomato:15 LONG:18 rupa:17 raki:10 BEEF:4 curt:9,sivad:1107 Thomato:1585 LONG:408 rupa:1429 raki:815 BEEF:610 curt:0
721,rupa,sivad:16 Thomato:16 curt:10 rupa:14 BEEF:1 LONG:12 raki:8,sivad:318 Thomato:428 curt:1490 rupa:1071 BEEF:1105 LONG:1617 raki:426
722,BEEF,sivad:12 BEEF:4 curt:7 Thomato:5 raki:8 postmabone:7,sivad:1096 BEEF:2118 curt:610 Thomato:653 raki:0 postmabone:437
723,rupa,sivad:2 Thomato:2,sivad:160 Thomato:27
724,rupa,BEEF:21 LONG:12 postmabone:21 raki:11 curt:21 Thomato:0 sivad:7 rupa:2,BEEF:687 LONG:926 postmabone:2077 raki:198 curt:1334 Thomato:1109 sivad:0 rupa:1189
725,postmabone,postmabone:7 LONG:10 rupa:6 Thomato:5 raki:0,postmabone:99 LONG:632 rupa:12 Thomato:263 raki:1169
726,LONG,BEEF:14 raki:7 rupa:6 LONG:13 curt:13 postmabone:9,BEEF:1011 raki:319 rupa:691 LONG:757 curt:325 postmabone:572
727,raki,curt:6 Thomato:6 postmabone:1,curt:275 Thomato:199 postmabone:312
728,rupa,sivad:4 rupa:7 Thomato:3 curt:0,sivad:146 rupa:420 Thomato:417 curt:911
729,BEEF,BEEF:5 rupa:4 curt:9 postmabone:6 Thomato:7,BEEF:805 rupa:1286 curt:235 postmabone:982 Thomato:778
730,curt,raki:2 rupa:0,raki:162 rupa:219
731,postmabone,rupa:1 sivad:2 curt:3,rupa:410 sivad:447 curt:646
732,postmabone,sivad:2 Thomato:2,sivad:184 Thomato:169
733,curt,rupa:6 sivad:7 postmabone:9 LONG:12 raki:18 curt:7 Thomato:9,rupa:83 sivad:504 postmabone:1972 LONG:817 raki:425 curt:792 Thomato:930
734,Thomato,BEEF:0 raki:2 curt:0 sivad:2,BEEF:649 raki:265 curt:629 sivad:474
735,curt,postmabone:0 LONG:12 BEEF:5 rupa:3 Thomato:3 curt:14 sivad:17,postmabone:841 LONG:515 BEEF:1097 rupa:753 Thomato:896 curt:1180 sivad:574
736,LONG,curt:11 rupa:11 Thomato:1 raki:13 sivad:6 BEEF:0 postmabone:14,curt:948 rupa:1181 Thomato:862 raki:627 sivad:462 BEEF:717 postmabone:1333
737,Thomato,Thomato:6 rupa:2 postmabone:2,Thomato:418 rupa:0 postmabone:686
738,sivad,rupa:12 Thomato:4 raki:6 BEEF:9 LONG:0,rupa:1121 Thomato:934 raki:276 BEEF:619 LONG:1263
739,curt,Thomato:4 raki:1 postmabone:1,Thomato:140 raki:0 postmabone:127
740,BEEF,sivad:12 rupa:3 LONG:1 Thomato:11 BEEF:0,sivad:662 rupa:64 LONG:493 Thomato:891 BEEF:546
741,curt,postmabone:14 Thomato:8 rupa:15 sivad:15 BEEF:1 curt:8,postmabone:1073 Thomato:200 rupa:0 sivad:660 BEEF:249 curt:681
742,rupa,Thomato:1 postmabone:5 LONG:0,Thomato:147 postmabone:558 LONG:58
743,Thomato,curt:4 Thomato:6 postmabone:5,curt:343 Thomato:136 postmabone:570
744,LONG,BEEF:9 sivad:12 curt:9 raki:9 Thomato:7,BEEF:757 sivad:959 curt:1175 raki:391 Thomato:1615
745,BEEF,LONG:15 rupa:11 postmabone:4 Thomato:8 BEEF:9 curt:2,LONG:82 rupa:993 postmabone:1151 Thomato:828 BEEF:0 curt:556
746,sivad,rupa:2 sivad:5 curt:9 postmabone:1,rupa:338 sivad:283 curt:968 postmabone:168
747,raki,rupa:8 sivad:5 Thomato:7 raki:4 postmabone:9,rupa:975 sivad:1052 Thomato:688 raki:604 postmabone:319
748,LONG,curt:2 raki:2,curt:277 raki:194
749,postmabone,raki:1 Thomato:2,raki:210 Thomato:219
750,LONG,raki:6 BEEF:10 curt:12 rupa:10 Thomato:14 LONG:0 sivad:7 postmabone:16,raki:1148 BEEF:145 curt:2057 rupa:2347 Thomato:1918 LONG:1997 sivad:1385 postmabone:1793
751,LONG,Thomato:8 raki:2 LONG:12 curt:13 sivad:10 BEEF:15 postmabone:5,Thomato:76 raki:1576 LONG:491 curt:1394 sivad:409 BEEF:1153 postmabone:166
752,sivad,curt:7 postmabone:3 Thomato:2 BEEF:5 raki:5,curt:812 postmabone:892 Thomato:497 BEEF:196 raki:281
753,Thomato,postmabone:13 BEEF:15 Thomato:2 raki:1 curt:12 sivad:5,postmabone:334 BEEF:776 Thomato:806 raki:1338 curt:250 sivad:639
754,postmabone,rupa:6 postmabone:18 LONG:18 BEEF:14 sivad:13 curt:14 Thomato:18,rupa:492 postmabone:838 LONG:693 BEEF:471 sivad:693 curt:1036 Thomato:491
755,postmabone,Thomato:6 curt:18 sivad:14 BEEF:13 LONG:0 rupa:1 raki:0,Thomato:589 curt:879 sivad:371 BEEF:1114 LONG:0 rupa:1066 raki:220
756,curt,Thomato:3 LONG:1,Thomato:33 LONG:35
757,Thomato,LONG:6 postmabone:7 rupa:18 curt:11 BEEF:14 Thomato:0 raki:10 sivad:1,LONG:2211 postmabone:1096 rupa:1036 curt:1085 BEEF:1288 Thomato:818 raki:825 sivad:672
758,postmabone,raki:0 LONG:1 curt:2 BEEF:6 rupa:8,raki:488 LONG:947 curt:684 BEEF:305 rupa:539
759,postmabone,curt:4 sivad:10 LONG:6 postmabone:9 BEEF:14 raki:15,curt:1213 sivad:711 LONG:1106 postmabone:1142 BEEF:594 raki:1135
760,curt,postmabone:8 LONG:15 raki:18 curt:15 BEEF:10 sivad:18 Thomato:7,postmabone:0 LONG:471 raki:753 curt:1270 BEEF:1572 sivad:1072 Thomato:119
761,curt,rupa:7 postmabone:7 sivad:15 BEEF:15 Thomato:15 LONG:13,rupa:537 postmabone:787 sivad:936 BEEF:784 Thomato:969 LONG:246
762,postmabone,sivad:7 curt:2 rupa:15 LONG:13 postmabone:3 raki:3,sivad:572 curt:1138 rupa:1241 LONG:688 postmabone:333 raki:1551
763,sivad,rupa:3 sivad:5 curt:2 BEEF:3,rupa:123 sivad:494 curt:545 BEEF:0
764,curt,BEEF:4 rupa:4 curt:9 raki:7,BEEF:292 rupa:406 curt:958 raki:1053
765,postmabone,rupa:5 Thomato:4 raki:4 postmabone:8 BEEF:12,rupa:0 Thomato:530 raki:12 postmabone:405 BEEF:1119
766,curt,postmabone:9 LONG:0 rupa:3 raki:11 curt:14 Thomato:5 BEEF:7 sivad:9,postmabone:701 LONG:1789 rupa:1981 raki:0 curt:1271 Thomato:448 BEEF:1252 sivad:2390
767,BEEF,BEEF:9 sivad:3 raki:4 postmabone:1,BEEF:618 sivad:561 raki:621 postmabone:96
768,LONG,curt:10 LONG:0 rupa:4 BEEF:14 Thomato:19 raki:1 sivad:20 postmabone:15,curt:1375 LONG:753 rupa:953 BEEF:1801 Thomato:0 raki:1793 sivad:2542 postmabone:1016
769,Thomato,sivad:2 Thomato:11 curt:12 raki:18 LONG:18 BEEF:7 rupa:6,sivad:0 Thomato:1294 curt:518 raki:1252 LONG:557 BEEF:151 rupa:1329
770,postmabone,rupa:16 postmabone:9 curt:18 LONG:11 raki:10 sivad:18 BEEF:0,rupa:633 postmabone:0 curt:687 LONG:376 raki:1329 sivad:1534 BEEF:448
771,sivad,sivad:6 postmabone:5 raki:3,sivad:0 postmabone:61 raki:311
772,postmabone,sivad:11 postmabone:6 rupa:8 BEEF:8 raki:11 Thomato:5 curt:14,sivad:1507 postmabone:854 rupa:1723 BEEF:410 raki:990 Thomato:256 curt:0
773,BEEF,LONG:10 postmabone:9 curt:11 raki:1 sivad:9,LONG:1114 postmabone:1038 curt:1449 raki:14 sivad:737
774,postmabone,postmabone:1 curt:11 sivad:0 LONG:9 Thomato:7 BEEF:3 rupa:5,postmabone:619 curt:0 sivad:294 LONG:898 Thomato:1148 BEEF:0 rupa:630
775,rupa,postmabone:0 raki:0,postmabone:166 raki:140
776,LONG,postmabone:14 raki:9 sivad:1 Thomato:6 BEEF:0 rupa:5,postmabone:703 raki:894 sivad:1546 Thomato:889 BEEF:157 rupa:1086
777,Thomato,postmabone:0 Thomato:2 curt:2,postmabone:513 Thomato:217 curt:0
778,raki,postmabone:1 raki:3 Thomato:2,postmabone:124 raki:632 Thomato:39
779,Thomato,Thomato:9 BEEF:8 sivad:6 postmabone:0,Thomato:906 BEEF:588 sivad:1062 postmabone:317
780,rupa,postmabone:17 sivad:9 LONG:17 curt:11 rupa:9 BEEF:13 raki:7 Thomato:18,postmabone:2432 sivad:981 LONG:2686 curt:935 rupa:0 BEEF:636 raki:1904 Thomato:1805
781,LONG,raki:14 LONG:10 Thomato:2 sivad:15 BEEF:12 postmabone:11,raki:826 LONG:232 Thomato:862 sivad:0 BEEF:1478 postmabone:1482
782,sivad,postmabone:12 sivad:7 rupa:5 BEEF:5 raki:5,postmabone:294 sivad:490 rupa:710 BEEF:748 raki:1235
783,rupa,curt:15 LONG:5 postmabone:15 rupa:13 raki:3 BEEF:2,curt:901 LONG:1139 postmabone:1176 rupa:1790 raki:557 BEEF:962
784,Thomato,Thomato:13 raki:0 BEEF:15 curt:2 sivad:12 postmabone:10 LONG:15 rupa:14,Thomato:673 raki:492 BEEF:1724 curt:564 sivad:1811 postmabone:1436 LONG:1853 rupa:749
785,LONG,postmabone:9 BEEF:8 LONG:12 raki:4 sivad:8,postmabone:862 BEEF:773 LONG:985 raki:281 sivad:474
786,LONG,sivad:0 rupa:3 raki:4 Thomato:5,sivad:419 rupa:276 raki:532 Thomato:638
787,sivad,raki:10 postmabone:16 curt:10 rupa:0 BEEF:3 sivad:5 LONG:4 Thomato:18,raki:1090 postmabone:1051 curt:1078 rupa:1696 BEEF:1882 sivad:172 LONG:918 Thomato:153
788,Thomato,curt:1 sivad:0,curt:0 sivad:203
789,curt,LONG:8 rupa:7 Thomato:4 curt:9 raki:6,LONG:1443 rupa:72 Thomato:228 curt:84 raki:1325
790,rupa,rupa:5 sivad:0 curt:7 Thomato:17 LONG:1 BEEF:12 postmabone:15,rupa:694 sivad:1614 curt:935 Thomato:1201 LONG:1239 BEEF:1080 postmabone:863
791,Thomato,BEEF:7 raki:0 Thomato:9 curt:9 LONG:6,BEEF:540 raki:921 Thomato:229 curt:515 LONG:423
792,raki,sivad:2 LONG:5 rupa:2 postmabone:7 BEEF:10,sivad:398 LONG:523 rupa:926 postmabone:192 BEEF:608
793,LONG,BEEF:2 rupa:3,BEEF:173 rupa:174
794,rupa,curt:1 Thomato:0,curt:87 Thomato:53
795,LONG,curt:0 raki:0,curt:217 raki:292
796,LONG,postmabone:10 sivad:12 LONG:0 Thomato:4 curt:1,postmabone:881 sivad:871 LONG:830 Thomato:520 curt:1024
797,LONG,rupa:3 raki:2 Thomato:2 postmabone:1,rupa:717 raki:505 Thomato:538 postmabone:484
798,rupa,rupa:3 sivad:6 postmabone:21 curt:14 Thomato:21 BEEF:7 LONG:11 raki:3,rupa:224 sivad:1359 postmabone:1357 curt:2543 Thomato:1251 BEEF:1692 LONG:1443 raki:739
799,Thomato,rupa:17 BEEF:18 curt:4 sivad:4 raki:5 LONG:11 Thomato:0,rupa:705 BEEF:697 curt:191 sivad:1614 raki:0 LONG:368 Thomato:527
800,postmabone,sivad:6 raki:9 rupa:6 LONG:6,sivad:714 raki:757 rupa:1013 LONG:583
801,raki,raki:3 Thomato:3 rupa:2,raki:503 Thomato:235 rupa:179
802,raki,LONG:6 rupa:3 postmabone:3 BEEF:10 sivad:4 Thomato:8,LONG:1108 rupa:466 postmabone:455 BEEF:292 sivad:1236 Thomato:688
803,sivad,LONG:15 postmabone:18 curt:13 sivad:14 Thomato:15 raki:11 rupa:7,LONG:849 postmabone:906 curt:1011 sivad:35 Thomato:202 raki:816 rupa:1565
804,rupa,rupa:1 BEEF:7 raki:7 LONG:0 postmabone:3 Thomato:10,rupa:467 BEEF:796 raki:940 LONG:502 postmabone:913 Thomato:1648
805,postmabone,LONG:2 raki:2,LONG:173 raki:89
806,BEEF,BEEF:9 raki:18 rupa:6 sivad:15 postmabone:18 Thomato:3 LONG:18,BEEF:535 raki:52 rupa:1527 sivad:977 postmabone:2037 Thomato:939 LONG:1090
807,sivad,rupa:0 Thomato:0 sivad:2,rupa:100 Thomato:180 sivad:597
808,postmabone,curt:14 raki:10 sivad:4 Thomato:9 postmabone:8 LONG:13 rupa:8,curt:461 raki:952 sivad:1595 Thomato:1168 postmabone:737 LONG:485 rupa:1319
809,postmabone,LONG:3 raki:2 curt:1,LONG:453 raki:55 curt:100
810,Thomato,rupa:4 postmabone:2 raki:5,rupa:764 postmabone:654 raki:271
811,LONG,curt:2 sivad:8 Thomato:3 raki:5,curt:604 sivad:610 Thomato:32 raki:345
812,rupa,sivad:3 postmabone:2,sivad:38 postmabone:136
813,rupa,curt:12 LONG:3 raki:7 postmabone:6 rupa:5,curt:916 LONG:233 raki:1158 postmabone:772 rupa:286
814,rupa,LONG:1 sivad:2,LONG:200 sivad:21
815,BEEF,sivad:1 postmabone:7 Thomato:15 raki:9 LONG:4 rupa:7,sivad:856 postmabone:735 Thomato:781 raki:843 LONG:1247 rupa:637
816,BEEF,postmabone:2 rupa:6 LONG:6 curt:5 BEEF:6,postmabone:447 rupa:618 LONG:962 curt:1284 BEEF:1257
817,curt,sivad:3 BEEF:0 rupa:5 raki:0,sivad:0 BEEF:466 rupa:708 raki:295
818,Thomato,sivad:1 Thomato:0,sivad:143 Thomato:348
819,curt,curt:1 BEEF:1,curt:117 BEEF:120
820,BEEF,Thomato:10 rupa:6 raki:0 BEEF:5 postmabone:15 curt:14 sivad:9,Thomato:968 rupa:792 raki:990 BEEF:1058 postmabone:781 curt:1187 sivad:0
821,postmabone,LONG:1 BEEF:8 raki:9 curt:5,LONG:341 BEEF:0 raki:277 curt:436
822,postmabone,BEEF:5 rupa:5 postmabone:5,BEEF:127 rupa:160 postmabone:369
823,LONG,LONG:19 Thomato:10 curt:9 rupa:8 BEEF:15 sivad:7 postmabone:5 raki:12,LONG:406 Thomato:0 curt:1194 rupa:812 BEEF:1799 sivad:349 postmabone:267 raki:1520
824,sivad,sivad:11 postmabone:0 curt:19 rupa:4 LONG:14 Thomato:8 raki:11 BEEF:7,sivad:321 postmabone:1167 curt:207 rupa:427 LONG:734 Thomato:2985 raki:1625 BEEF:1145
825,BEEF,BEEF:6 Thomato:2 LONG:8 curt:2,BEEF:802 Thomato:512 LONG:0 curt:526
826,LONG,BEEF:2 postmabone:1,BEEF:220 postmabone:0
827,postmabone,LONG:6 BEEF:1 curt:2,LONG:146 BEEF:159 curt:111
828,sivad,postmabone:7 curt:4 BEEF:0 LONG:5 raki:0,postmabone:783 curt:328 BEEF:495 LONG:0 raki:1145
829,curt,curt:15 LONG:11 raki:0 Thomato:0 rupa:8 sivad:2 BEEF:18,curt:0 LONG:940 raki:908 Thomato:1406 rupa:1500 sivad:709 BEEF:939
830,Thomato,Thomato:2 postmabone:4 rupa:4,Thomato:371 postmabone:251 rupa:144
831,BEEF,sivad:8 postmabone:6 rupa:8 raki:2 BEEF:8 LONG:3,sivad:839 postmabone:1239 rupa:769 raki:1053 BEEF:992 LONG:1472
832,curt,LONG:5 raki:3 postmabone:5,LONG:730 raki:338 postmabone:116
833,LONG,sivad:3 LONG:0 raki:7 Thomato:5,sivad:533 LONG:995 raki:996 Thomato:313
834,rupa,LONG:0 Thomato:2,LONG:114 Thomato:194
835,rupa,postmabone:18 LONG:5 BEEF:10 Thomato:13 rupa:9 sivad:12 curt:12,postmabone:254 LONG:1265 BEEF:1636 Thomato:528 rupa:483 sivad:1107 curt:0
836,raki,BEEF:1 sivad:1,BEEF:71 sivad:113
837,raki,LONG:21 sivad:16 Thomato:12 postmabone:8 BEEF:0 raki:14 rupa:5 curt:13,LONG:550 sivad:927 Thomato:1176 postmabone:1692 BEEF:600 raki:810 rupa:1135 curt:2295
838,sivad,BEEF:10 raki:21 LONG:19 curt:11 sivad:3 rupa:19 Thomato:9 postmabone:3,BEEF:668 raki:964 LONG:1352 curt:637 sivad:1257 rupa:1511 Thomato:641 postmabone:1090
839,curt,LONG:12 postmabone:15 sivad:12 BEEF:8 curt:4 rupa:2,LONG:384 postmabone:609 sivad:719 BEEF:1146 curt:1375 rupa:1228
840,rupa,rupa:8 postmabone:12 raki:12 curt:1 BEEF:11 LONG:6 Thomato:9,rupa:1293 postmabone:1496 raki:563 curt:635 BEEF:878 LONG:147 Thomato:1928
841,BEEF,postmabone:3 curt:3,postmabone:245 curt:96
842,raki,Thomato:20 curt:3 rupa:20 sivad:11 LONG:7 raki:0 BEEF:11 postmabone:14,Thomato:388 curt:485 rupa:0 sivad:751 LONG:466 raki:1126 BEEF:1443 postmabone:530
843,Thomato,Thomato:3 curt:0,Thomato:0 curt:106
844,postmabone,Thomato:3 raki:3 postmabone:10 curt:7 BEEF:14 LONG:18 rupa:9,Thomato:2221 raki:203 postmabone:373 curt:687 BEEF:260 LONG:1471 rupa:1081
845,curt,rupa:5 raki:0 Thomato:16 postmabone:3 LONG:15 curt:16 sivad:17 BEEF:8,rupa:693 raki:940 Thomato:665 postmabone:2505 LONG:1149 curt:0 sivad:38 BEEF:1263
846,BEEF,LONG:6 BEEF:9 curt:0 raki:15 postmabone:7 sivad:6 rupa:21 Thomato:0,LONG:1235 BEEF:2033 curt:1587 raki:406 postmabone:1267 sivad:1481 rupa:0 Thomato:579
847,rupa,postmabone:8 raki:6 rupa:5 BEEF:11 curt:2 sivad:8 Thomato:12,postmabone:2126 raki:926 rupa:476 BEEF:1063 curt:1043 sivad:1367 Thomato:1550
848,sivad,curt:7 BEEF:3 postmabone:8 sivad:9 rupa:11,curt:594 BEEF:347 postmabone:278 sivad:268 rupa:496
849,Thomato,curt:3 Thomato:1 raki:0,curt:234 Thomato:127 raki:0
850,postmabone,rupa:6 sivad:5 BEEF:4,rupa:361 sivad:89 BEEF:431
851,postmabone,sivad:1 BEEF:2 LONG:4,sivad:570 BEEF:271 LONG:450
852,LONG,raki:5 curt:2 postmabone:3,raki:291 curt:379 postmabone:30
853,raki,sivad:4 rupa:3 curt:5,sivad:372 rupa:637 curt:418
854,Thomato,Thomato:6 sivad:5 curt:6 BEEF:5 raki:10 rupa:2,Thomato:312 sivad:498 curt:591 BEEF:1225 raki:1275 rupa:0
855,sivad,rupa:1 Thomato:1,rupa:153 Thomato:314
856,sivad,BEEF:3 Thomato:4 curt:2 postmabone:7,BEEF:193 Thomato:479 curt:732 postmabone:484
857,sivad,BEEF:5 curt:3 LONG:8 postmabone:5,BEEF:566 curt:491 LONG:1217 postmabone:716
858,curt,rupa:3 BEEF:9 raki:3 postmabone:7 curt:11,rupa:1200 BEEF:703 raki:423 postmabone:1134 curt:122
859,postmabone,postmabone:1 curt:1,postmabone:151 curt:0
860,Thomato,BEEF:18 curt:14 Thomato:18 rupa:0 raki:13 postmabone:4 LONG:2 sivad:8,BEEF:0 curt:1576 Thomato:1700 rupa:436 raki:1775 postmabone:1275 LONG:913 sivad:645
861,curt,sivad:3 curt:3 Thomato:1,sivad:204 curt:369 Thomato:522
862,rupa,rupa:14 LONG:18 raki:15 BEEF:11 Thomato:13 curt:16 sivad:11,rupa:1396 LONG:1184 raki:1299 BEEF:1171 Thomato:703 curt:1119 sivad:722
863,sivad,raki:13 curt:19 rupa:3 BEEF:21 Thomato:13 LONG:17 sivad:8 postmabone:19,raki:1274 curt:1060 rupa:1075 BEEF:260 Thomato:145 LONG:1743 sivad:767 postmabone:454
864,sivad,sivad:1 postmabone:4 raki:9 LONG:12 Thomato:10,sivad:319 postmabone:263 raki:858 LONG:1340 Thomato:920
865,Thomato,postmabone:3 raki:3,postmabone:143 raki:159
866,rupa,postmabone:0 curt:3,postmabone:46 curt:298
867,raki,rupa:2 sivad:1,rupa:97 sivad:75
868,LONG,rupa:1 Thomato:6 sivad:14 curt:6 postmabone:21 LONG:5 BEEF:21 raki:13,rupa:289 Thomato:1512 sivad:1389 curt:0 postmabone:38 LONG:1692 BEEF:0 raki:419
869,raki,raki:5 BEEF:4 LONG:4 Thomato:1,raki:713 BEEF:0 LONG:833 Thomato:506
870,curt,Thomato:13 rupa:15 BEEF:5 raki:4 curt:3 postmabone:2,Thomato:202 rupa:17 BEEF:22 raki:684 curt:1245 postmabone:353
871,Thomato,Thomato:3 LONG:9 rupa:7 sivad:10 BEEF:10,Thomato:627 LONG:464 rupa:192 sivad:633 BEEF:0
872,raki,raki:14 rupa:17 postmabone:0 curt:13 sivad:16 Thomato:16 LONG:13 BEEF:21,raki:892 rupa:56 postmabone:2007 curt:888 sivad:1209 Thomato:602 LONG:329 BEEF:1102
873,postmabone,BEEF:10 LONG:4 Thomato:3 sivad:11 postmabone:6 raki:7 curt:0,BEEF:1597 LONG:338 Thomato:1090 sivad:675 postmabone:1148 raki:96 curt:307
874,curt,sivad:14 raki:5 curt:8 Thomato:3 LONG:4 BEEF:12,sivad:1128 raki:427 curt:1245 Thomato:1454 LONG:466 BEEF:458
875,LONG,sivad:12 curt:21 postmabone:0 BEEF:21 rupa:0 Thomato:16 LONG:2 raki:12,sivad:1071 curt:554 postmabone:2700 BEEF:1893 rupa:883 Thomato:841 LONG:1164 raki:0
876,BEEF,rupa:1 postmabone:1,rupa:0 postmabone:188
877,LONG,Thomato:0 BEEF:4 sivad:0 postmabone:5 LONG:8,Thomato:241 BEEF:1583 sivad:948 postmabone:1076 LONG:269
878,Thomato,raki:2 Thomato:1,raki:177 Thomato:127
879,curt,raki:1 Thomato:1,raki:285 Thomato:147
880,LONG,postmabone:11 sivad:11 LONG:13 rupa:16 curt:4 BEEF:13 Thomato:11,postmabone:1240 sivad:1981 LONG:1430 rupa:0 curt:269 BEEF:435 Thomato:736
881,raki,LONG:2 BEEF:0,LONG:0 BEEF:223
882,rupa,raki:2 LONG:2,raki:203 LONG:321
883,BEEF,Thomato:0 postmabone:0,Thomato:289 postmabone:92
884,rupa,postmabone:11 raki:14 rupa:3 sivad:17 BEEF:13 LONG:21 Thomato:15 curt:5,postmabone:1145 raki:1129 rupa:792 sivad:1401 BEEF:0 LONG:901 Thomato:0 curt:1237
885,curt,raki:4 curt:11 sivad:2 rupa:11 postmabone:2 BEEF:11 Thomato:10,raki:603 curt:1892 sivad:187 rupa:0 postmabone:307 BEEF:60 Thomato:684
886,raki,sivad:8 raki:1 Thomato:5 postmabone:10 rupa:5 LONG:2,sivad:0 raki:205 Thomato:1129 postmabone:1015 rupa:1104 LONG:118
887,raki,curt:0 sivad:21 LONG:12 postmabone:0 BEEF:10 rupa:14 raki:5 Thomato:3,curt:1380 sivad:407 LONG:0 postmabone:956 BEEF:1285 rupa:1049 raki:422 Thomato:0
888,curt,Thomato:0 LONG:4 sivad:0 rupa:5,Thomato:463 LONG:91 sivad:109 rupa:373
889,rupa,raki:6 LONG:3 sivad:11 BEEF:16 Thomato:16 curt:11 rupa:16 postmabone:16,raki:1589 LONG:1382 sivad:1957 BEEF:1682 Thomato:0 curt:842 rupa:1653 postmabone:414
890,Thomato,LONG:0 BEEF:15 sivad:5 postmabone:8 raki:12 rupa:14,LONG:970 BEEF:0 sivad:608 postmabone:1184 raki:319 rupa:1289
891,sivad,raki:6 sivad:16 Thomato:7 LONG:18 curt:1 rupa:7 BEEF:10,raki:0 sivad:825 Thomato:1396 LONG:810 curt:387 rupa:121 BEEF:471
892,postmabone,LONG:0 postmabone:5 sivad:0 raki:6,LONG:0 postmabone:544 sivad:566 raki:360
893,rupa,LONG:8 Thomato:3 BEEF:9 postmabone:3,LONG:707 Thomato:411 BEEF:130 postmabone:322
894,Thomato,sivad:0 curt:2,sivad:112 curt:247
895,Thomato,postmabone:0 curt:6 raki:4 rupa:9 sivad:3,postmabone:626 curt:251 raki:389 rupa:0 sivad:137
896,BEEF,curt:0 BEEF:6 postmabone:5 LONG:8 rupa:9 raki:0,curt:582 BEEF:703 postmabone:129 LONG:822 rupa:1029 raki:570
897,curt,LONG:0 sivad:3 BEEF:1,LONG:62 sivad:0 BEEF:530
898,rupa,LONG:0 rupa:9 postmabone:6 raki:2,LONG:0 rupa:417 postmabone:899 raki:697
899,raki,postmabone:15 BEEF:6 curt:5 LONG:11 rupa:2 raki:5,postmabone:1110 BEEF:158 curt:96 LONG:1178 rupa:1075 raki:1070
900,BEEF,Thomato:15 curt:0 LONG:5 rupa:5 BEEF:7 sivad:10,Thomato:821 curt:192 LONG:554 rupa:1116 BEEF:181 sivad:974
901,BEEF,BEEF:3 sivad:3 postmabone:9 rupa:1,BEEF:814 sivad:815 postmabone:131 rupa:318
902,rupa,LONG:1 BEEF:1,LONG:185 BEEF:230
903,rupa,sivad:5 BEEF:2 postmabone:2 curt:12 raki:11,sivad:1039 BEEF:729 postmabone:897 curt:340 raki:670
904,raki,curt:0 Thomato:1 LONG:0 rupa:0,curt:273 Thomato:543 LONG:519 rupa:392
905,raki,postmabone:15 sivad:11 rupa:15 curt:3 BEEF:7 LONG:12,postmabone:978 sivad:1146 rupa:459 curt:1396 BEEF:1719 LONG:840
906,sivad,rupa:8 curt:5 Thomato:6 postmabone:0,rupa:586 curt:534 Thomato:0 postmabone:491
907,Thomato,LONG:15 BEEF:2 rupa:11 postmabone:12 Thomato:11 raki:13 sivad:18,LONG:1492 BEEF:0 rupa:819 postmabone:1326 Thomato:1098 raki:219 sivad:145
908,LONG,curt:3 rupa:14 LONG:16 BEEF:17 sivad:4 Thomato:1 postmabone:6 raki:10,curt:858 rupa:1574 LONG:522 BEEF:1235 sivad:1284 Thomato:489 postmabone:1745 raki:1034
909,LONG,raki:2 sivad:0,raki:138 sivad:82
910,Thomato,BEEF:9 LONG:0 postmabone:0 Thomato:17 curt:4 raki:3 rupa:7,BEEF:523 LONG:1030 postmabone:0 Thomato:985 curt:632 raki:551 rupa:1284
